,URL,building,district,neighborhood,price,beds,baths,surface,lat,long,highlights,furnishing,amenities,completion_year,floor,price_sqf,views,discounted,cheap,distressed,investment,tenanted,vacant,metro,furnished,condition,upgraded,luxury,median_sqf,diff_percent,valuation
18234,"https://www.bayut.com/property/details-5789123.html
",,Dubai Marina,The Zen,1300000,3.0,3,1746.0000000000002,25.067699432373,55.131000518799,"Marina View, High ROI, Vacant on Transfer",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2008', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Conference Room', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2008,,744.5589919816723,1,0,0,0,1,0,1,0,0,0,,0,1610.8247422680413,-53.777777777777786,great value
18242,"https://www.bayut.com/property/details-5751945.html
",Marina Diamond 4,Dubai Marina,Marina Diamonds,749999,1.0,2,754.0000000000001,25.080332254966,55.145337581635,"Vacant, Fully Furnished, Close To Metro",Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2007', 'Swimming Pool', 'Sauna', 'Steam Room', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', '24 Hours Concierge']",2007,,994.6936339522543,0,0,0,0,0,0,1,1,1,0,,0,1524.779462290593,-34.764753949533116,good value
18265,"https://www.bayut.com/property/details-5770150.html
",8 Boulevard Walk,Downtown Dubai,Mohammad Bin Rashid Boulevard,1150000,1.0,1,1063.0,25.191167,55.269865,"Best Priced 1BHK, Tenanted, Bright",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Sauna', 'Electricity Backup', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Prayer Room', 'Reception/Waiting Room', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Sauna', 'Steam Room', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', 'Freehold']",0,,1081.843838193791,0,0,1,0,0,1,0,0,0,0,,0,1750.4454545454546,-38.19608400910054,good value
18291,"https://www.bayut.com/property/details-5743715.html
",,Jumeirah Village Circle (JVC),Lolena Residence,405000,1.0,2,775.0000000000001,25.057293,55.214281,"Large Size, Exclusive, Spacious Layout",,"['Parking Spaces', 'Swimming Pool', 'Floor', 'Sauna', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Kids Play Area', 'Barbeque Area', 'Maintenance Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'Floor']",0,,522.5806451612902,0,0,0,0,0,0,0,0,0,0,,0,813.2859142247321,-35.744535098773696,good value
18318,"https://www.bayut.com/property/details-5785725.html
",,Dubai Marina,Marina Opal Tower,1291700,2.0,3,1547.0,25.068288,55.132441,"Rented, Marina View, Across Marina Walk",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Maids Room', 'Centrally Air-Conditioned', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Prayer Room', 'Reception/Waiting Room', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'ATM Facility', 'Maids Room', 'Freehold']",0,,834.9709114414997,1,0,0,0,0,1,0,0,0,0,,0,1458.4369817578772,-42.74892080457972,good value
18320,"https://www.bayut.com/property/details-5785151.html
",,Dubai Marina,23 Marina,3300000,3.0,4,2980.0,25.089767351636,55.150803923607,"3 Bed plus Maids, High Floor, Partial Sea View",,"['Balcony or Terrace', 'Parking Spaces', 'Maids Room', 'Swimming Pool', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building: 6', 'Service Elevators', 'Completion Year: 2010', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'Maids Room']",2010,,1107.3825503355704,1,0,0,0,0,0,0,0,0,0,,0,1595.778629787725,-30.605503190447067,good value
18331,"https://www.bayut.com/property/details-5795309.html
",,Dubai Marina,Escan Marina Tower,1199990,2.0,3,1190.0,25.068182808807,55.133226960925,"VOT,  Mid- High Floor, Very Good Condition,  Chiller-free, Excellent ROI",Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Flooring', 'Jacuzzi', 'Electricity Backup', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Prayer Room', 'Reception/Waiting Room', 'Flooring', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Laundry Facility', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,1008.3949579831932,0,0,0,0,1,0,0,0,0,1,,0,1458.4369817578772,-30.85783132242308,good value
18338,"https://www.bayut.com/property/details-5766998.html
",,Downtown Dubai,,4000000,3.0,4,2475.0,25.194213,55.277412,BRAND NEW 3BHK+MAIDS+BALCONIES  DOWNTOWN,Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Lobby in Building', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Prayer Room', 'Reception/Waiting Room', 'Facilities for Disabled', 'Swimming Pool', 'Kids Play Area', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Laundry Facility', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', 'Freehold']",0,,1616.1616161616162,0,0,0,0,0,0,0,0,0,1,,0,2794.026135656503,-42.15653191154305,good value
18342,"https://www.bayut.com/property/details-5762071.html
",Sadaf 6,Jumeirah Beach Residence (JBR),Sadaf,1600000,2.0,3,1460.0,25.081394,55.138195,"High Floor, Community View, Spacious Living",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'First Aid Medical Center', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2006,,1095.890410958904,1,0,0,0,0,0,0,0,0,0,,0,1708.0745341614906,-35.84059775840598,good value
18344,"https://www.bayut.com/property/details-5761198.html
",,Downtown Dubai,Damac Maison Dubai Mall Street,949888,1.0,2,844.0,25.195212,55.283858,"1BR Serviced Apartment, The Signature",,['Balcony or Terrace'],0,,1125.4597156398104,0,0,0,0,0,0,0,0,0,0,,0,1938.8372968573603,-41.951822493612255,good value
18347,"https://www.bayut.com/property/details-5759560.html
",Burj Views A,Downtown Dubai,Burj Views,1598998,2.0,3,1347.0,25.190199,55.281358,"Lavish lifestyle, Spacious living, Advanced facilities",Unfurnished,[],0,,1187.0809205642167,0,0,0,0,0,0,0,0,0,0,,0,2356.7802755620014,-49.63124340129062,good value
18348,"https://www.bayut.com/property/details-5759393.html
",,Dubai Marina,Marina Pinnacle,1500000,3.0,3,1579.0,25.08869934082,55.14820098877,"Full Sea View,10% ROI, Vacant on transfer",,"['Parking Spaces', 'Jacuzzi', 'Sauna', 'Steam Room', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Jacuzzi', 'Sauna', 'Steam Room', 'Waste Disposal', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2008,,949.9683343888536,1,0,0,0,1,0,1,0,0,0,,0,1610.8247422680413,-41.025965801139975,good value
18352,"https://www.bayut.com/property/details-5753969.html
",,Dubai Marina,Marina Opal Tower,868600,1.0,2,1071.0,25.068288,55.132441,//SPASIOUS & BRIGHT/THE HEART OF MARINA//,Unfurnished,[],0,,811.0177404295051,0,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-46.8108168763529,good value
18372,"https://www.bayut.com/property/details-5757106.html
",Burj Views C,Downtown Dubai,Burj Views,1350000,2.0,3,1300.0,25.190219,55.281293,"Amazing View!!! 2 Bedroom, Burj Views, Dubai",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Flooring', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Flooring', 'Gym or Health Club', 'Swimming Pool', 'Steam Room', 'Waste Disposal', 'Maintenance Staff', 'CCTV Security', '24 Hours Concierge']",0,,1038.4615384615386,1,0,0,0,0,0,0,0,0,0,,0,2356.7802755620014,-55.93727810650887,great value
18402,"https://www.bayut.com/property/details-5730559.html
",,Downtown Dubai,Upper Crest (Burjside Terrace),2399999,3.0,4,1722.0,25.193536913457,55.284457057714,"Fully Furnished, High Floor, Stunning Lay-out,",Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,1393.7276422764228,0,0,0,0,0,0,0,0,1,0,,0,2794.026135656503,-50.11758750248973,great value
18434,"https://www.bayut.com/property/details-5758973.html
",Lago Vista A,Dubai Production City (IMPZ),Lago Vista,650000,2.0,2,1256.0,25.034128,55.201681,"Great Investment, Motivated owner, Rented",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Steam Room', 'Electricity Backup', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Prayer Room', 'Reception/Waiting Room', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Freehold']",0,,517.515923566879,0,0,0,0,1,1,0,0,0,0,,0,880.0,-41.19137232194557,good value
18451,"https://www.bayut.com/property/details-5698572.html
",,Downtown Dubai,Damac Maison Dubai Mall Street,1700000,3.0,4,1550.0000000000002,25.195212,55.283858,JZ - Fully Furnished - Hot Deal - Vacant,Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces: 2', 'Swimming Pool', 'Furnished', 'Electricity Backup', 'Parking Spaces: 2', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Barbeque Area', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,1096.7741935483868,0,0,0,0,0,0,1,0,1,0,,0,2794.026135656503,-60.74574322868023,great value
18453,"https://www.bayut.com/property/details-5682975.html
",,Arjan,,849999,1.0,2,1320.0,25.06455,55.240932,"LUXURY, 1 BED ROOM APARTMENT, PRIME LOCATION, AED 849K",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Prayer Room', 'Gym or Health Club', 'Swimming Pool', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,643.9386363636364,0,0,0,0,0,0,0,0,0,0,,0,921.5062571103524,-30.121078246078213,good value
18487,"https://www.bayut.com/property/details-5685139.html
",,Dubai Marina,The Torch,1250000,2.0,2,1258.0,25.087900161743,55.147399902344,"High Floor, Partial Marina View, Corner Unit",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2008,,993.6406995230524,1,0,0,0,0,0,0,0,0,0,,0,1528.2555282555284,-34.982031397768125,good value
18496,"https://www.bayut.com/property/details-5792370.html
",,Dubai Marina,Sulafa Tower,1399999,3.0,3,1509.0,25.089437,55.149102,"Beautiful 3 Bedroom Apartment Plus Maid Room, High Floor",Unfurnished,[],0,,927.7660702451956,0,0,0,0,0,0,0,0,0,0,,0,1610.8247422680413,-42.40428235917826,good value
18516,"https://www.bayut.com/property/details-5742619.html
",Seasons Community,Jumeirah Village Circle (JVC),JVC District 15,600000,2.0,3,1149.0,25.059239,55.202383,"RENTED UNIT, FAMILY FRIENDY, LOWEST PRICE , GREAT INVESTMENT,  BIG TERRACE, GOOD LOCATION",Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Sauna', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', '24 Hours Concierge', 'Freehold']",0,,522.1932114882507,0,0,0,0,1,1,0,0,0,0,,0,803.1369642171121,-34.98080218518169,good value
18527,"https://www.bayut.com/property/details-5771691.html
",Seasons Community,Jumeirah Village Circle (JVC),JVC District 15,585000,1.0,1,1002.0,25.058898456464,55.203511896243,"Fully Furnished, Great Investment, Spacious",Furnished,"['Furnished', 'Balcony or Terrace', 'Swimming Pool', 'View', 'Furnished', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Waste Disposal', 'Laundry Facility', 'View', 'Freehold']",0,,583.8323353293413,0,0,0,0,1,0,0,0,1,0,,0,967.424042790431,-39.65083463862037,good value
18531,"https://www.bayut.com/property/details-5763015.html
",Bahar 1,Jumeirah Beach Residence (JBR),Bahar,1289999,1.0,1,1198.0,25.077203,55.13566,"Spacious, Vacant, Marina View",,"['Balcony or Terrace', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2006,,1076.7938230383972,1,0,0,0,0,0,1,0,0,0,,0,3050.252199261682,-64.69820353546383,great value
18551,"https://www.bayut.com/property/details-5910685.html
",Emirates Gardens,Jumeirah Village Circle (JVC),JVC District 12,470000,1.0,2,978.0,25.053148,55.213678,"Vacant Today, Huge Size, Investors Deal",,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Waste Disposal', '24 Hours Concierge']",0,,480.5725971370143,0,0,0,0,1,0,1,0,0,0,,0,813.2859142247321,-40.90976018008108,good value
18559,"https://www.bayut.com/property/details-5771607.html
",,Arjan,The Wings,775000,1.0,2,1355.0,25.060127,55.241253,"Modern Finishing, Large layout, Next to park /Exit",Furnished,"['Furnished', 'Balcony or Terrace', 'Swimming Pool', 'Electricity Backup', 'Furnished', 'Electricity Backup', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Maintenance Staff', 'Conference Room', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'Freehold']",0,,571.9557195571956,0,0,0,0,0,0,0,0,0,0,,0,921.5062571103524,-37.93251916153808,good value
18561,"https://www.bayut.com/property/details-5771335.html
",Seasons Community,Jumeirah Village Circle (JVC),JVC District 15,800000,2.0,4,1600.0,25.059667,55.201938,Huge 2 Bedroom Plus Maids on Ground Floor For Sale,Unfurnished,[],0,,500.0,0,0,0,0,0,0,0,0,0,0,,0,725.1366919826405,-31.047483112057193,good value
18563,"https://www.bayut.com/property/details-5764338.html
",,Business Bay,Hamilton Residency,500000,0.0,1,507.0,25.185709,55.286127,Spacious Studio l Bright l High floor,,"['Parking Spaces', 'Swimming Pool', 'Sauna', 'Steam Room', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2009', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Steam Room', 'Kids Play Area', 'Barbeque Area', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,986.1932938856016,0,0,0,0,0,0,0,0,0,0,,0,1593.137254901961,-38.09740555302685,good value
18566,"https://www.bayut.com/property/details-5858129.html
",,Arjan,Al Ghaf 1 Residence,495530,0.0,1,972.0,25.059606811829,55.240600149754,LAVISH STYLE DESIGN STUDIO l BRAND NEW I SALE,Unfurnished,[],0,,509.8045267489712,0,0,0,0,0,0,0,0,0,1,,0,988.0127131782945,-48.40101549817071,good value
18625,"https://www.bayut.com/property/details-5785180.html
",Harbour Views,The Lagoons,Dubai Creek Harbour,2000000,2.0,3,1719.0,25.206727292335,55.345108509064,"3 Bedroom, Higher Floor,  Bright Ambiance, Stunning View",Unfurnished,[],0,,1163.4671320535194,1,0,0,0,0,0,0,0,0,0,,0,1683.14043109079,-30.8752192887724,good value
18630,"https://www.bayut.com/property/details-5751472.html
",Al Dana Tower,Jumeirah Village Circle (JVC),JVC District 12,549999,2.0,2,1018.0,25.05627,55.220504,"Prime Location, Spacious 2BR, Chiller Free,JVC",Unfurnished,"['Swimming Pool', 'Jacuzzi', 'Total Floors', 'Sauna', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Service Elevators', 'Total Floors', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'Freehold']",0,,540.2740667976425,0,0,0,0,0,0,0,0,0,0,,0,873.7864077669902,-38.168634577603136,good value
